source_target_id,target_id,risk_class,severity,log_boundary_distance
matlab_boundary_candidate_s20271_c06,matlab_boundary_374,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20271_c09,matlab_boundary_375,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20279_c05,matlab_boundary_376,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20282_c02,matlab_boundary_377,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20287_c06,matlab_boundary_378,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20288_c04,matlab_boundary_379,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20290_c05,matlab_boundary_380,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20291_c06,matlab_boundary_381,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20293_c11,matlab_boundary_382,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20295_c02,matlab_boundary_383,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20297_c05,matlab_boundary_384,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20297_c07,matlab_boundary_385,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20297_c08,matlab_boundary_386,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20299_c11,matlab_boundary_387,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20300_c02,matlab_boundary_388,UNSAFE,1.5,0.405465108108164
matlab_boundary_candidate_s20222_c04,matlab_boundary_389,UNSAFE,1.50881461503497,0.411324319379151
matlab_boundary_candidate_s20286_c10,matlab_boundary_390,CAUTION,1.51406671982648,0.414799222621863
matlab_boundary_candidate_s20228_c07,matlab_boundary_391,CAUTION,1.51421655216111,0.414898177918505
matlab_boundary_candidate_s20270_c10,matlab_boundary_392,CAUTION,1.522051894151,0.420059354883863
matlab_boundary_candidate_s20259_c02,matlab_boundary_393,CAUTION,1.54047380159606,0.432090032480934
matlab_boundary_candidate_s20217_c10,matlab_boundary_394,CAUTION,1.5414270310186,0.432708630875048
matlab_boundary_candidate_s20259_c06,matlab_boundary_395,UNSAFE,1.54535555523546,0.435254016711692
matlab_boundary_candidate_s20270_c00,matlab_boundary_396,CAUTION,1.54790961404596,0.43690538460364
matlab_boundary_candidate_s20209_c10,matlab_boundary_397,UNSAFE,1.54889641584705,0.437542687569963
matlab_boundary_candidate_s20206_c07,matlab_boundary_398,UNSAFE,1.5503944185663,0.438509362151951
matlab_boundary_candidate_s20235_c06,matlab_boundary_399,UNSAFE,1.5557049457245,0.441928784205003
matlab_boundary_candidate_s20253_c01,matlab_boundary_400,CAUTION,1.56041305791745,0.44495056692953
