target_id,k,c,m,time_s,matlab_x,matlab_v,matlab_a,force,python_x,python_v,python_a
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.492,0.00516905216976383,0.0292832228638714,-2.55622259537529,0.253037354812049,0.005169052169763836,0.02928322286387124,-2.5562225953752864
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.494,0.00522244957329803,0.0240864995071864,-2.63928394570009,0.238044512158994,0.00522244957329803,0.024086499507186256,-2.6392839457000883
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.496,0.00526529154464095,0.0187298743948692,-2.71609270618121,0.222752710589399,0.005265291544640954,0.01872987439486907,-2.7160927061812106
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.498,0.00529727095323201,0.0132261028287683,-2.78640176976809,0.207179212913141,0.005297270953232015,0.013226102828768096,-2.7864017697680903
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.5,0.00531810666227558,0.00758841769958646,-2.84998075045817,0.191341716182545,0.005318106662275584,0.007588417699586299,-2.849980750458175
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.502,0.00532754445005418,0.00183049541522606,-2.90661660482764,0.175258333289761,0.005327544450054181,0.0018304954152259037,-2.9066166048276387
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.504,0.00532535786188587,-0.00403357936794274,-2.95611420733942,0.158947573864632,0.00532535786188587,-0.004033579367942905,-2.9561142073394215
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.506,0.00531134899042513,-0.00998935011700074,-2.99829687800744,0.142428324489393,0.005311348990425128,-0.009989350117000908,-2.998296878007439
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.508,0.00528534918219698,-0.0160220258009837,-3.03300686112461,0.125719828247688,0.005285349182196978,-0.016022025800983913,-3.0330068611246097
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.51,0.00524721966844989,-0.0221165191769161,-3.06010575389432,0.10884166362649,0.005247219668449895,-0.0221165191769163,-3.0601057538943257
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.512,0.00519685211861332,-0.0282574858821315,-3.0794748839394,0.0918137227906389,0.005196852118613319,-0.028257485882131658,-3.0794748839394006
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.514,0.00513416911485006,-0.0344293642297226,-3.0910156347994,0.0746561892507837,0.005134169114850058,-0.034429364229722724,-3.091015634799404
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.516,0.00505912454640189,-0.0406164156023227,-3.09464971866576,0.0573895149466507,0.00505912454640189,-0.04061641560232285,-3.094649718665763
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.518,0.00497170392263763,-0.0468027653380598,-3.09031939574432,0.0400343967685921,0.004971703922637625,-0.04680276533806002,-3.0903193957443147
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.52,0.0048719246039264,-0.0529724440014449,-3.07798763977617,0.0226117525414672,0.004871924603926399,-0.05297244400144506,-3.07798763977617
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.522,0.00475983594967423,-0.0591094289311589,-3.05763824939001,0.00514269649589251,0.004759835949674226,-0.059109428931159114,-3.05763824939001
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.524,0.00463555092698304,-0.0651503962199294,-2.98202783549656,0,0.004635550926983034,-0.06515039621992959,-2.982027835496562
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.526,0.00449935349124502,-0.0710127236547347,-2.87905634984125,0,0.004499353491245012,-0.07101272365473488,-2.8790563498412496
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.528,0.00435164226672383,-0.0766617505023416,-2.76877975636427,0,0.004351642266723827,-0.07666175050234181,-2.768779756364265
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.53,0.00419285825166819,-0.0820831877128886,-2.65152220304555,0,0.004192858251668188,-0.08208318771288878,-2.6515222030455443
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.532,0.00402347036235596,-0.0872634121122986,-2.52762525731533,0,0.004023470362355957,-0.08726341211229874,-2.5276252573153264
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.534,0.00384397406715249,-0.0921895002646236,-2.39744692257257,0,0.003843974067152484,-0.09218950026462377,-2.3974469225725668
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.536,0.00365488995483846,-0.096849260326807,-2.26136061455938,0,0.003654889954838455,-0.09684926032680717,-2.2613606145593805
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.538,0.0034567622413008,-0.101231261818459,-2.11975410049132,0,0.003456762241300792,-0.10123126181845939,-2.1197541004913147
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.54,0.00325015721882909,-0.105324863235134,-1.97302840393159,0,0.0032501572188290834,-0.10532486323513378,-1.9730284039315886
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.542,0.00303566165239703,-0.109120237439645,-1.82159667847741,0,0.0030356616523970273,-0.10912023743964543,-1.8215966784774011
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.544,0.0028138811274331,-0.112608394772185,-1.66588305339785,0,0.002813881127433093,-0.11260839477218555,-1.6658830533978448
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.546,0.00258543835369679,-0.115781203826327,-1.50632145442572,0,0.0025854383536967826,-0.11578120382632737,-1.5063214544257146
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.548,0.00235097142997625,-0.118631409844479,-1.34335440295942,0,0.0023509714299762394,-0.11863140984447904,-1.3433544029594189
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.55,0.0021111320744093,-0.121152650692898,-1.17743179697619,0,0.0021111320744092907,-0.12115265069289842,-1.1774317969761905
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.552,0.00186658382530317,-0.123339470383024,-1.00900967699378,0,0.0018665838253031667,-0.1233394703830242,-1.0090096769937722
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.554,0.00161800021738792,-0.125187330112581,-0.838548980444637,0,0.0016180002173879168,-0.12518733011258062,-0.8385489804446319
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.556,0.00136606293848491,-0.12669261680666,-0.666514287844552,0,0.0013660629384849065,-0.12669261680666047,-0.6665142878445477
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.558,0.00111145997160459,-0.127852649145765,-0.493372564146045,0,0.001111459971604586,-0.12785264914576497,-0.49337256414603986
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.56,0.000854883727506993,-0.128665681074561,-0.319591898666676,0,0.0008548837275069862,-0.12866568107456108,-0.31959189866667165
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.562,0.000597029172764109,-0.129130902791889,-0.145640246972687,0,0.0005970291727641015,-0.12913090279188874,-0.14564024697268235
matlab_boundary_1,174.999798947141,0.514974461729671,0.260785523444631,1.564,0.000338591958355512,-0.129248439229294,0.02801582192013,0,0.0003385919583555047,-0.12924843922929438,0.028015821920134767
