time_s,contact_force_n,target_x_m,uav_x_m,pitch_rad
0.366,0.5650018344644252,6.181026231817892e-06,-0.29817380784248443,0.02079632282843392
0.367,0.6095373790490042,8.512676622139427e-06,-0.2981527093911642,0.02089376317904752
0.368,0.6496954669916517,1.131066542388157e-05,-0.29813181212360285,0.020992224546251183
0.369,0.6852987608885333,1.4598527050041112e-05,-0.29811114183789034,0.021091759140147482
0.37,0.7162187546063264,1.839489536286829e-05,-0.2980907212878846,0.021192402880175543
0.371,0.742375628878172,2.271341193352966e-05,-0.29807057009715787,0.021294175592938457
0.372,0.7637376453620904,2.7562684651932622e-05,-0.29805070470553136,0.021397081353307992
0.373,0.7803200973417538,3.2946295759801205e-05,-0.2980311383477928,0.021501108961700856
0.374,0.7921838389861172,3.886285793187739e-05,-0.2980118810638948,0.021606232549324454
0.375,0.7994334185211248,4.530611660702665e-05,-0.29799293973964897,0.021712412302201403
0.376,0.802214843757972,5.226509637641656e-05,-0.2979743181766673,0.021819595293906962
0.377,0.8007130111708586,5.972428887281446e-05,-0.29795601719005477,0.021927716416196622
0.378,0.7951488321139527,6.766387927604281e-05,-0.29793803473213254,0.022036699396066957
0.379,0.7857760917411661,7.606000825697243e-05,-0.2979203660402682,0.02214645788728146
0.38,0.7728780778365326,8.488506592795371e-05,-0.2979030038067109,0.022256896624008888
0.381,0.7567640179484005,9.410801415270783e-05,-0.2978859383681747,0.02236791262396138
0.382,0.7377653640703952,0.0001036947333944235,-0.2978691579127854,0.02247939642828494
0.383,0.7162319645108197,0.00011360839014773251,-0.29785264870190453,0.022591233365441936
0.384,0.6925281626606965,0.00012380982090854736,-0.2978363953042669,0.022703304826431788
0.385,0.6670288619921394,0.00013425792858523183,-0.2978203808398218,0.022815489538918265
0.386,0.6401155959477601,0.00014491008724463265,-0.2978045872306428,0.022927664828164104
0.387,0.6121726402929109,0.00015572255111615966,-0.2977889954562762,0.02303970785311139
0.388,0.5835832041217034,0.0001666508638450358,-0.2977735858109255,0.023151496806481923
0.389,0.5547257340051897,0.00017765026409038886,-0.2977583381599226,0.0232629120683995
0.39,0.5259703637714099,0.0001886760837030558,-0.29774323219301135,0.023373837303746627
0.391,0.4976755401586949,0.0001996841348895709,-0.2977282476720682,0.023484160494254867
0.392,0.47018485209364025,0.0002106310829703099,-0.29771336467100024,0.023593774897180265
0.393,0.4438240886621957,0.00022147480156843756,-0.2976985638056994,0.023702579923324963
0.394,0.41889854827271267,0.00023217470731925775,-0.2976838264520835,0.0238104819280207
0.395,0.3956906181563729,0.00024269207146392665,-0.2976691349504229,0.023917394909457674
0.396,0.3744576398048907,0.0002529903059837513,-0.2976544727943337,0.024023241110333788
0.397,0.3554300733500263,0.00026303522223794924,-0.2976398248030085,0.024127951519829872
0.398,0.3388099706342186,0.0002727952603857874,-0.2976251772754568,0.02423146627376887
0.399,0.3247697634147484,0.00028224168820010766,-0.29761051812573336,0.024333734951816795
0.4,0.31345136992172995,0.0002913487682099764,-0.2975958369983441,0.02443471677160698
0.401,0.3049656198420617,0.00030009389244224746,-0.2975811253632318,0.024534380680669182
0.402,0.29939199471271044,0.00030845768436196525,-0.2975663765899577,0.02463270534801214
0.403,0.29677867775693145,0.00031642406793662913,-0.2975515860009056,0.024729679058132552
0.404,0.29714290435770097,0.00032398030406638966,-0.2975367509035419,0.024825299511098242
0.405,0.30047160170271864,0.00033111699492841576,-0.29752187060196833,0.024919573533170376
0.406,0.30672230365075615,0.00033782805707629576,-0.2975069463881934,0.025012516703181605
0.40700000000000003,0.3158243245914809,0.00034411066441196236,-0.29749198151373824,0.025104152900569773
0.40800000000000003,0.32768017400233956,0.00034996516240602617,-0.29747698114236076,0.02519451378157329
0.40900000000000003,0.3421671915871226,0.0003553949551805649,-0.29746195228484645,0.025283638190621863
