time_s,phase,total_contact_reference_n,commanded_normal_force_n,realized_contact_force_n,contact_active,desired_tip_coordinate_m,target_displacement_m,target_velocity_m_per_s,vehicle_position_x_m,vehicle_pitch_rad
10.23,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00018560300358013473,0.01090380635470281,-0.3086102950569501,-0.0020528913710273727
10.231,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0001963075339676224,0.010501580851466295,-0.3086048286623,-0.0021727248455126443
10.232000000000001,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00020659895921340164,0.010077740920584156,-0.3085993835757845,-0.002290786864190607
10.233,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0002164561068480595,0.009633177736535537,-0.30859396095534614,-0.0024070671183506085
10.234,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0002258587170385904,0.009168825078080176,-0.3085885619414547,-0.0025215558341408523
10.235,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0002347874842193597,0.008685657367370574,-0.30858318765701076,-0.002634243770530855
10.236,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0002432240967201036,0.008184687625612681,-0.3085778392072551,-0.0027451222171316503
10.237,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0002511512743096438,0.007666965349563204,-0.3085725176796831,-0.0028541829918760147
10.238,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0002585528035783656,0.007133574313313998,-0.308567224143964,-0.002961418438560995
10.239,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00026541357108703605,0.006585630299966918,-0.30856195965186595,-0.0030668214242550638
10.24,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00027171959421421453,0.006024278767945936,-0.3085567252371858,-0.0031703853365722097
10.241,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.00027745804963932196,0.005450692456826672,-0.30855152191568397,-0.0032721040808153163
10.242,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0002826172994033785,0.0048660689376867385,-0.30854635068502456,-0.003371972076991175
10.243,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0002871869144944791,0.004271628113093042,-0.30854121252472044,-0.0034699842566995125
10.244,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0002911576959102456,0.003668609671944259,-0.3085361083960834,-0.003566136059898403
10.245000000000001,PASSIVE_OBSERVE,0.0,0.0,0.0,0,-0.01,0.0002945216931547575,0.0030582705044778797,-0.3085310392421794,-0.003660423431548469
