target,pipeline,timing_profile,trial_count,failure_fraction,stiffness_relative_bias,stiffness_median_abs_relative_error,stiffness_p95_abs_relative_error,damping_relative_bias,damping_median_abs_relative_error,damping_p95_abs_relative_error,effective_mass_relative_bias,effective_mass_median_abs_relative_error,effective_mass_p95_abs_relative_error
high_damping,centered_savitzky_golay,exp_0002_nominal_timing,20,0.0,0.013461898341576175,0.012604355040579378,0.01987625019732018,-0.01744710506512449,0.01886514118120331,0.029907757303899756,0.18590454736813306,0.1886559967296293,0.23822858913056708
high_damping,backward_difference,exp_0002_nominal_plus_mismatch,20,0.0,-0.11368094475035703,0.11530494733289515,0.1295018828519975,-0.5784662693829701,0.5756658410613775,0.6247143263685496,-1.051254230405104,1.0517569268121179,1.0571323315456873
high_damping,causal_low_pass,exp_0002_nominal_plus_mismatch,20,0.0,-0.0920395256973093,0.09323456292762311,0.10436425117754704,-0.1341923193731667,0.12836572822715184,0.18111164145415307,-1.0527476977496193,1.0536625230822594,1.0653551210890828
high_damping,causal_polynomial,exp_0002_nominal_plus_mismatch,20,0.0,-0.06624652034655723,0.06590486164542454,0.08328302472846376,-0.7769286384878356,0.7691292022171138,0.8744852060202536,-0.5488636421307483,0.5456286032803934,0.6034256245533809
high_damping,alpha_beta_gamma,exp_0002_nominal_plus_mismatch,20,0.0,-0.025006680004412463,0.024901337664368365,0.03951484861564989,-0.7869073572256738,0.7812356182111901,0.8328008317626107,-0.5881063345596473,0.5867150189901427,0.6329837542790299
high_damping,centered_savitzky_golay,exp_0002_nominal_plus_mismatch,20,0.0,0.012481467987038305,0.011298574063084176,0.02167305414012534,-0.01613426029927319,0.01873153054516294,0.04908949491362721,0.15344335116754698,0.12475979495291512,0.5257920920305541
high_damping,backward_difference,corrected_common_delay,20,0.0,-0.12492242120611682,0.12573581529069996,0.13195265430213504,-0.6017707812850535,0.6036330124092251,0.6271786784648138,-1.0480909229053526,1.0481794709873213,1.0515228801952825
high_damping,causal_low_pass,corrected_common_delay,20,0.0,-0.10059960130688612,0.10138648349135877,0.10672074040390556,-0.16451563294959448,0.16548843351090325,0.18167313423860354,-1.0436521333603175,1.0441136168541192,1.0513146502525192
high_damping,causal_polynomial,corrected_common_delay,20,0.0,-0.07646187291821484,0.07719645973628862,0.08327417302596882,-0.8385892278938186,0.8373136611842389,0.8717910263957276,-0.5313765835550697,0.5292211138532985,0.5737575301504341
high_damping,alpha_beta_gamma,corrected_common_delay,20,0.0,-0.032622568648861774,0.03269561317008434,0.040443903745994735,-0.8183960410748685,0.8184102140291538,0.8336923108330441,-0.5596338710054837,0.5588850418304938,0.578801850947492
